Sponsor,Website,Logo
Performline,https://www.performline.com/,performline.jpg
Soylent,https://www.soylent.com/,soylent.png
Siemens,http://www.siemens.com/entry/cc/en/,siemens.png
InboxSDK,https://www.inboxsdk.com/,inboxsdk.png
Streak,https://www.streak.com/,streak.png
Squarespace,http://www.squarespace.com/,squarespace.png
